analysis,model,PC1,PC2,PC3,PC4
magic_athey_bagwell,Qwen/Qwen3-14B-Thinking-Off,2.958704401722076,-2.819694337097797,-0.15597216199843472,0.025494702555109577
magic_athey_bagwell,Qwen/Qwen3-14B-Thinking-On,-1.2948388875216041,-0.1023481146508506,-0.14817766598247065,-5.1495584144861836e-05
magic_athey_bagwell,Qwen/Qwen3-235B-A22B-Instruct-2507,-1.2948388875216046,-0.10234811465085106,-0.14817766598247029,-5.14955841454638e-05
magic_athey_bagwell,Qwen/Qwen3-30B-A3B-Thinking-Off,-0.9899675449775392,-0.13997715826819748,0.07529912353058771,0.008213647251210411
magic_athey_bagwell,Qwen/Qwen3-30B-A3B-Thinking-On,-1.2948388875216044,-0.10234811465085002,-0.14817766598247073,-5.149558414501007e-05
magic_athey_bagwell,Qwen/Qwen3-32B-Thinking-Off,-0.06400541183229962,-0.5579102884881649,0.36989307147849254,-0.003624616057423495
magic_athey_bagwell,Qwen/Qwen3-32B-Thinking-On,-0.7096542483851592,0.2741040031464161,0.11600190647457664,-0.004451939623333098
magic_athey_bagwell,meta-llama/Llama-3.3-70B-Instruct-Turbo,-1.2948388875216044,-0.10234811465085002,-0.14817766598247073,-5.149558414501007e-05
magic_athey_bagwell,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1.8445118431303562,2.878530596377854,-0.00795166714516293,0.04102132823853608
magic_athey_bagwell,meta-llama/Llama-4-Scout-17B-16E-Instruct,2.6459033196236987,0.9149940948075567,-0.30888453293362456,-0.050787556402716025
magic_athey_bagwell,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,-1.2948388875216044,-0.10234811465085002,-0.14817766598247073,-5.149558414501007e-05
magic_athey_bagwell,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.788702078326888,-0.03830633722341645,0.6525025905059192,-0.015608088040658243
magic_green_porter,Qwen/Qwen3-14B-Thinking-Off,1.8027482038668332,0.42151726691700253,,
magic_green_porter,Qwen/Qwen3-14B-Thinking-On,-1.1716836097085386,-0.19430551093588266,,
magic_green_porter,Qwen/Qwen3-235B-A22B-Instruct-2507,1.2785137873364356,0.039121736117032686,,
magic_green_porter,Qwen/Qwen3-30B-A3B-Thinking-Off,-0.9725999596410179,-0.42965435889661824,,
magic_green_porter,Qwen/Qwen3-30B-A3B-Thinking-On,0.2743622124382268,-0.516130198392992,,
magic_green_porter,Qwen/Qwen3-32B-Thinking-Off,1.7823119798778964,0.40568829301272546,,
magic_green_porter,Qwen/Qwen3-32B-Thinking-On,-2.106053573942722,0.7037992554050859,,
magic_green_porter,meta-llama/Llama-3.3-70B-Instruct-Turbo,-0.8156051635300279,-0.5866491550076084,,
magic_green_porter,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1.0018943470854178,-0.1194411983505255,,
magic_green_porter,meta-llama/Llama-4-Scout-17B-16E-Instruct,1.240405085816557,0.0047000418504814815,,
magic_green_porter,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,-1.9296944044676672,0.5274400859300311,,
magic_green_porter,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,-0.38459890513139344,-0.25608625764873355,,
magic_salop,Qwen/Qwen3-14B-Thinking-Off,-0.852851323691244,0.12744043557357054,0.39257016870572264,
magic_salop,Qwen/Qwen3-14B-Thinking-On,2.317821823803854,0.15862100897661482,-0.2125555450600185,
magic_salop,Qwen/Qwen3-235B-A22B-Instruct-2507,-0.7211403318855368,0.12855492260165885,0.15136315793387078,
magic_salop,Qwen/Qwen3-30B-A3B-Thinking-Off,-0.08102975603930596,0.45861908247218097,0.6933204353859266,
magic_salop,Qwen/Qwen3-30B-A3B-Thinking-On,2.712306104023653,0.12500393597549866,-0.12887724184808425,
magic_salop,Qwen/Qwen3-32B-Thinking-Off,-1.3266729158397366,0.08225252255414192,-0.23819627757167194,
magic_salop,Qwen/Qwen3-32B-Thinking-On,2.9510775451956515,0.146585888790363,-0.12658156795317446,
magic_salop,meta-llama/Llama-3.3-70B-Instruct-Turbo,-1.5863146402866095,-0.07246398633476012,-0.36633720362441186,
magic_salop,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,-1.0094975741534646,0.24436914912092295,0.03663869035892364,
magic_salop,meta-llama/Llama-4-Scout-17B-16E-Instruct,-1.3724634738236134,0.014622545664286855,-0.0832617000894981,
magic_salop,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,-1.5721842197039457,-0.059098888066572104,-0.38112381330963363,
magic_salop,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5409487624002982,-1.3545066173279068,0.2630408970720487,
magic_spulber,Qwen/Qwen3-14B-Thinking-On,-0.5988751970341476,0.7252223920621298,-0.1100503531820067,-0.08815613728895623
magic_spulber,Qwen/Qwen3-235B-A22B-Instruct-2507,-0.5005764507455205,0.7185165872380869,-0.047653386067336954,-0.019319493684549466
magic_spulber,Qwen/Qwen3-30B-A3B-Thinking-Off,-0.7889351492948254,0.8070758870495359,-0.21572152839814618,0.0777848764937141
magic_spulber,Qwen/Qwen3-30B-A3B-Thinking-On,-0.6221675269490813,0.6732704373895935,-0.07567244574066646,0.004094579011931773
magic_spulber,Qwen/Qwen3-32B-Thinking-Off,-0.390559432274208,0.6804337803223437,-0.08011090712154009,0.05855027507599363
magic_spulber,Qwen/Qwen3-32B-Thinking-On,-0.372610955915223,0.5819883855491431,-0.061702104824763224,-0.04950866134776841
magic_spulber,meta-llama/Llama-3.3-70B-Instruct-Turbo,-2.765138705522644,-1.9630447178779675,0.13216509849624683,-0.000132398799741882
magic_spulber,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,2.814730110346638,-0.7575292625207772,-0.4932395713348835,0.05823903701506508
magic_spulber,meta-llama/Llama-4-Scout-17B-16E-Instruct,2.0515414450091742,0.06523396646600887,1.2355385786811535,0.012686372947153132
magic_spulber,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2.9369337531168713,-0.8080723315882948,-0.349386742170669,-0.05958932415442196
magic_spulber,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,-1.7643418907370345,-0.7230951240898023,0.06583336166261074,0.005350874731579996
model_features,Qwen/Qwen3-14B-Thinking-On,-1.8782761318356678,0.026347347854313245,1.0862983827455268,0.21829280259384243
model_features,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.539847085133756,-1.4022018345757057,0.04641283190723107,-0.525814517596938
model_features,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.875266957124182,-1.2840891042351605,0.26162335599870795,-0.16626977804883783
model_features,Qwen/Qwen3-32B-Thinking-On,-1.8782761318356678,0.026347347854312968,1.086298382745527,0.21829280259384268
model_features,Qwen/Qwen3-30B-A3B-Thinking-On,-1.321228914118873,1.7409719160997774,0.5873888007727099,-0.5660132158099814
model_features,Qwen/Qwen3-235B-A22B-Instruct-2507,-0.2439132419457099,1.009053814416169,-1.2860387416786727,-0.20923679921850435
model_features,Qwen/Qwen3-14B-Thinking-Off,-0.8009604596625043,-0.7055707538292956,-0.7871291597058557,0.5750692191853197
model_features,Qwen/Qwen3-32B-Thinking-Off,-0.8009604596625043,-0.7055707538292956,-0.7871291597058557,0.5750692191853197
model_features,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.5398470851337563,-1.4022018345757061,0.04641283190723103,-0.5258145175969382
model_features,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,2.60628372680747,0.843930020202211,0.5159506083460607,0.30783079196569013
model_features,Qwen/Qwen3-30B-A3B-Thinking-Off,-0.2439132419457099,1.009053814416169,-1.2860387416786727,-0.20923679921850435
model_features,meta-llama/Llama-4-Scout-17B-16E-Instruct,2.60628372680747,0.843930020202211,0.5159506083460607,0.30783079196569013
perf_athey_bagwell,Qwen/Qwen3-14B-Thinking-Off,-4.770035694787762,-0.6543192774797837,-0.259854517596874,
perf_athey_bagwell,Qwen/Qwen3-14B-Thinking-On,0.8254492340424006,-0.26361629682626253,0.007785925592577657,
perf_athey_bagwell,Qwen/Qwen3-235B-A22B-Instruct-2507,0.8254492340424009,-0.2636162968262622,0.007785925592577613,
perf_athey_bagwell,Qwen/Qwen3-30B-A3B-Thinking-Off,0.23364920990363952,-0.5020800779868749,0.31047802490993504,
perf_athey_bagwell,Qwen/Qwen3-30B-A3B-Thinking-On,0.8254492340424009,-0.2636162968262622,0.007785925592577621,
perf_athey_bagwell,Qwen/Qwen3-32B-Thinking-Off,-0.13208152920577193,0.271587497826628,0.04165468689232139,
perf_athey_bagwell,Qwen/Qwen3-32B-Thinking-On,0.8273763139845108,-0.2730234084009032,-0.015983171297617015,
perf_athey_bagwell,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.8254492340424009,-0.2636162968262622,0.007785925592577621,
perf_athey_bagwell,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1.2788246819142757,0.08101174000358805,-0.26973176544275224,
perf_athey_bagwell,meta-llama/Llama-4-Scout-17B-16E-Instruct,-0.25934289524354376,1.3086515689165654,-0.7443391001604177,
perf_athey_bagwell,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.8254492340424009,-0.2636162968262622,0.007785925592577621,
perf_athey_bagwell,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,-1.3056362567773538,1.0862534412520903,0.8988462147325169,
perf_green_porter,Qwen/Qwen3-14B-Thinking-Off,-1.405145995329177,0.7938347167234151,0.3527547546710504,
perf_green_porter,Qwen/Qwen3-14B-Thinking-On,0.9858110515189845,-1.9624027386130989,0.5279537960342723,
perf_green_porter,Qwen/Qwen3-235B-A22B-Instruct-2507,-1.1806236542211008,0.8863059029963313,0.1369005112718764,
perf_green_porter,Qwen/Qwen3-30B-A3B-Thinking-Off,1.2318028866431656,0.5263836167432033,-0.5814964862765429,
perf_green_porter,Qwen/Qwen3-30B-A3B-Thinking-On,-0.8913076066247707,-1.4712138044165206,-0.3133155184279507,
perf_green_porter,Qwen/Qwen3-32B-Thinking-Off,-1.4035368454787926,0.7944974569871298,0.35120772900867747,
perf_green_porter,Qwen/Qwen3-32B-Thinking-On,1.9147521027416836,0.48813811173552274,1.0907521574495516,
perf_green_porter,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.93395341551842,0.6591665165768806,-1.097525026360155,
perf_green_porter,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,-1.1421227276285557,-1.4723321037848096,-0.3931351701742417,
perf_green_porter,meta-llama/Llama-4-Scout-17B-16E-Instruct,-1.0475075575352335,0.9411307516586614,0.008923606200554197,
perf_green_porter,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2.019142329239749,0.49301901817235766,-0.21510866356594793,
perf_green_porter,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,-0.015217398844373127,-0.6765274447790715,0.13208831016885644,
perf_salop,Qwen/Qwen3-14B-Thinking-Off,-0.48331816114834014,-0.22591426379124102,0.3309400796342859,
perf_salop,Qwen/Qwen3-14B-Thinking-On,1.7757475678510177,0.4330984716427589,-0.26478069127878245,
perf_salop,Qwen/Qwen3-235B-A22B-Instruct-2507,-0.5689847101305217,0.4664028450866558,0.16803212387846173,
perf_salop,Qwen/Qwen3-30B-A3B-Thinking-Off,0.8963326162387383,0.0734629707883324,0.8654656429881241,
perf_salop,Qwen/Qwen3-30B-A3B-Thinking-On,2.3843516222714083,0.3012120831504148,-0.20367910087850036,
perf_salop,Qwen/Qwen3-32B-Thinking-Off,-1.2683843239369983,0.2600335386522709,-0.1347151499891938,
perf_salop,Qwen/Qwen3-32B-Thinking-On,2.619250526179632,0.2316416760775504,-0.2364730726251872,
perf_salop,meta-llama/Llama-3.3-70B-Instruct-Turbo,-1.7038297492202497,0.3268077173414523,-0.2813029390224637,
perf_salop,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,-0.6485559330798937,0.30843996388736983,0.23040731775047305,
perf_salop,meta-llama/Llama-4-Scout-17B-16E-Instruct,-1.3498896711352077,0.03996722380678258,-0.10362299436811666,
perf_salop,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,-1.71136565014151,0.41418243896902496,-0.2463966216570499,
perf_salop,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.05864586625192597,-2.6293346656113723,-0.12387459443205044,
perf_spulber,Qwen/Qwen3-14B-Thinking-On,1.5595328884876671,0.12263218620123173,-0.1288895488812898,
perf_spulber,Qwen/Qwen3-235B-A22B-Instruct-2507,1.4955234481779498,0.312660283549751,-0.13817132776632812,
perf_spulber,Qwen/Qwen3-30B-A3B-Thinking-Off,1.315705334438342,-0.10863471389617518,0.20065568266204953,
perf_spulber,Qwen/Qwen3-30B-A3B-Thinking-On,1.4229845862037445,0.17370312053428777,-0.05098329348225108,
perf_spulber,Qwen/Qwen3-32B-Thinking-Off,0.8404792761568008,0.08626024570489749,0.1919458601174296,
perf_spulber,Qwen/Qwen3-32B-Thinking-On,1.1995392190340581,0.18533348673555491,-0.10981440518042178,
perf_spulber,meta-llama/Llama-3.3-70B-Instruct-Turbo,-1.630106480416057,-2.010602076125966,-0.18465171441898545,
perf_spulber,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,-1.9074721412820292,0.760732182433706,0.01424942524041955,
perf_spulber,meta-llama/Llama-4-Scout-17B-16E-Instruct,-1.979999172118794,1.1309347245539036,0.002609037593231623,
perf_spulber,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,-1.8480859569986237,0.6889562809792632,-0.009408194608894842,
perf_spulber,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,-0.4681010016830578,-1.3419757206704537,0.21245847872504042,
